,weak-synoptic,weak-syn-afternoon-rainfall,CWVatDongsha,CWVatNETW,WSatBanqiao,WSatNETW,CrossStraitUatNWTW,UatNETW,swUatDongSha,swUatDongShaNaN,sUatNETW,sUatNETWNaN,swDEPTHatNETW,MSEatNETW,swLAYERatSWTW,IVTatDongSha,IVTatDongShaNaN,LeeVortex,CAPEatNETW,CRHatNETW,deltaCWVatTW,deltaLTSatSWTW,zetaatETW,seUatETW,year,month,day
0,1,0,38.78830006,23.64716999,5.452049459,25.55606717,-3.672494485,6.107211869,0,1,0,1,0,321889.6868,0,0,1,1.84E-05,0,0.148677015,-21.68151982,0.861434165,-1,-1,1996,5,24
0,1,1,32.73751491,28.46989527,3.060985814,21.42210988,4.598377288,3.973252304,0,1,4.693055237,0,0,323061.3834,0.777777778,0,1,-4.25E-05,0,0.250079694,-14.61831124,1.250484782,-1,1,1996,5,25
0,0,0,47.3741881,39.43386842,5.27706136,18.67472405,12.21155145,8.819012033,10.17814548,0,7.737911807,0,0,331134.2873,0.777777778,449.8681742,0,-6.33E-05,0,0.57051714,-0.503443829,0.120708012,1,-1,1996,5,26
0,0,0,55.28513964,52.69297141,7.9890759,18.09969202,9.579278917,10.19856556,8.55108901,0,5.579788217,0,1,336867.5631,1,479.4051115,0,1.72E-05,551.0674317,0.815944492,5.898002292,0.400139067,1,-1,1996,5,27
0,0,0,59.10480221,54.58747734,5.933016317,17.16720565,13.58617883,1.821827175,9.53089708,0,8.343443764,0,0,337600.6822,1,603.1602809,0,3.40E-05,194.3289644,0.816750763,12.12888025,-0.621888953,1,-1,1996,5,28
0,0,0,54.11314045,54.39094757,4.807228082,13.32059591,11.29161293,6.1949131,8.609060864,0,6.217441475,0,1,336867.695,1,392.3928479,0,-2.45E-05,171.7498774,0.768801267,10.39484151,-0.226164767,1,-1,1996,5,29
0,0,0,52.25089046,55.70124388,5.010069728,12.8764505,12.10452064,1.295656123,6.169777752,0,6.604238022,0,1,338621.8206,0.777777778,261.4549368,0,4.14E-05,173.7501283,0.831019269,10.13425508,-0.102700914,1,-1,1996,5,30
0,0,0,47.62524914,57.55372267,5.313697084,18.24300772,9.618511824,5.992518063,0,1,5.569939332,0,1,339368.7807,0.333333333,0,1,3.04E-05,314.193735,0.879967446,10.90081036,1.24791304,1,-1,1996,5,31
0,1,0,47.0477129,55.91416647,7.117374918,13.79384615,11.20004146,3.613811945,3.196408088,0,5.782120889,0,0.865127685,338350.4657,0.222222222,127.8772613,0,3.46E-05,701.9313791,0.802556195,10.32778338,1.141360388,1,-1,1996,6,1
0,0,0,43.95165471,55.3847489,1.666976696,12.78328593,9.252171627,3.627691955,3.111295481,0,4.402072196,0,0.868566215,339713.933,0.333333333,85.1950899,0,4.43E-05,1030.060041,0.748992394,8.425069038,0.20749518,1,-1,1996,6,2
0,1,0,37.31693206,49.22145482,5.426996721,15.74701386,9.704012781,7.407314176,3.398397232,0,6.990453352,0,0.670443994,338832.9019,0.333333333,91.54414679,0,2.90E-05,1263.378412,0.5939858,2.649782398,0.396348394,1,-1,1996,6,3
0,1,0,34.3674096,45.3379329,5.18257542,8.872926371,8.821846586,4.993334832,3.900870039,0,9.902061551,0,0,338587.7016,0.222222222,126.6766665,0,8.45E-06,1845.844582,0.46945783,1.969723726,0.723011693,1,-1,1996,6,4
0,1,0,37.07716863,40.19079491,4.441821377,10.05832197,10.0384742,3.871228953,4.354394187,0,6.707733176,0,0,336854.7057,0.222222222,140.303743,0,-2.76E-05,937.2957374,0.426293703,-4.027058379,0.538653686,1,-1,1996,6,5
0,0,0,35.62425912,48.71484985,1.851217808,14.59251874,5.308025311,2.842440735,3.001409205,0,4.101109366,0,0,337589.253,0.222222222,57.85815538,0,-6.56E-05,991.3762906,0.614821461,4.6827863,1.03012053,1,-1,1996,6,6
0,1,1,33.89770769,52.43010395,1.41176201,14.52748499,-0.358043514,2.19357824,0,1,1.412925689,0,0,340149.4211,0,3.069204499,0,6.01E-06,1615.606475,0.707741603,6.942920024,0.568205818,1,-1,1996,6,7
0,1,1,38.12716041,50.65677255,2.787243571,17.12821088,-4.13690469,4.738008645,0,1,4.33580604,0,0.057209849,338939.5688,0,0,1,-1.11E-06,1283.593752,0.713375081,5.355536146,-0.582012927,1,-1,1996,6,8
0,1,1,42.94250883,45.33142355,3.478673083,14.9242118,-1.366723804,5.677348325,0,1,7.186160762,0,0,339415.312,0,0,1,-1.23E-05,1199.552256,0.571691692,1.021960369,-0.112608582,1,-1,1996,6,9
0,1,0,43.70182268,33.75142059,1.426270874,14.38811573,1.520442966,6.9311822,0,1,7.09461329,0,0,333466.7432,0,0,1,-5.22E-05,841.9166389,0.284657371,-3.838240835,-0.645179801,1,-1,1996,6,10
0,1,1,47.03414537,43.4713754,2.764331075,5.880810945,1.434328597,5.045541411,0,1,4.33371345,0,0.129548864,338279.7431,0.111111111,0,1,-5.83E-05,1102.061737,0.531608548,-1.812406123,-0.093591525,1,-1,1996,6,11
0,1,1,46.00912443,43.62171263,1.766162322,3.717784956,3.027515378,7.712852157,0,1,5.112018567,0,1,335644.8046,0.111111111,0,1,1.71E-05,759.9176763,0.546406434,0.615241322,0.201982433,1,-1,1996,6,12
0,1,1,49.19906603,48.31013519,1.848043674,13.1940297,6.63886829,8.455340581,0,1,6.265547977,0,1,337838.4985,1,0,1,-1.35E-05,1419.436396,0.602076419,2.064251057,0.080728595,1,-1,1996,6,13
0,1,1,54.15625985,45.7178095,3.802648387,13.29697798,6.102593733,7.79147437,0,1,5.317534049,0,1,338582.1585,1,0,1,-1.43E-05,1880.996937,0.552385591,3.222148953,-0.193393094,1,-1,1996,6,14
0,1,1,56.80864758,47.87931842,2.917805454,16.06338592,7.092630953,7.329448283,0,1,5.144969702,0,1,338385.059,1,0,1,-5.79E-05,1837.429461,0.595307808,5.259682705,-0.470263873,1,-1,1996,6,15
0,0,0,55.70111788,47.02310933,4.151946263,17.44070345,6.373419932,7.645808723,0,1,6.090634595,0,1,338039.6435,1,0,1,-8.32E-05,1614.253502,0.549847261,3.996162652,-0.854922383,1,-1,1996,6,16
0,1,0,53.08207118,46.17722663,5.909468439,17.3081864,12.39303983,10.47410756,9.732558154,0,7.465708923,0,1,338017.4662,0.666666667,0,1,1.28E-05,1922.924201,0.50656362,4.746919078,-0.67618604,1,-1,1996,6,17
0,1,1,47.20449638,54.87158978,5.031679324,8.733734574,8.903717406,6.18263818,5.662140341,0,9.256894801,0,0,342719.3147,0.444444444,241.9270527,0,5.25E-05,2495.902676,0.66337857,8.785143856,0.283352956,1,-1,1996,6,18
0,0,0,45.7741821,47.67085981,2.603050173,14.16628591,11.79585992,4.799934358,5.819178971,0,4.72854668,0,1,341456.0522,0.444444444,233.0388284,0,6.97E-05,2310.207621,0.535215075,2.413959092,0.436289743,1,-1,1996,6,19
0,0,0,54.49382843,50.8126288,3.918652018,10.4250588,12.96058102,5.788864015,10.4338018,0,7.921208411,0,1,342292.0413,1,385.696012,0,0.000113579,2136.199203,0.552917179,4.356227517,-1.258660247,1,-1,1996,6,20
0,0,0,51.37149334,55.72184191,2.3248518,1.979251638,16.57896756,9.236600863,12.07076364,0,5.721077554,0,1,344280.0417,1,552.04839,0,0.000160285,1894.910253,0.718166892,9.376352586,0.57500473,1,-1,1996,6,21
0,0,0,56.76612119,58.76563217,5.018288555,9.405379405,11.56637804,0.801031006,8.607610384,0,5.002855992,0,0,342835.1337,1,409.6024016,0,0.000102158,1402.268902,0.768135701,12.22634024,-0.471865499,1,-1,1996,6,22
0,0,0,61.0482137,49.45551291,5.710047983,21.39119029,10.49722916,10.7396094,10.57191265,0,6.42437948,0,1,340078.1047,0.444444444,497.413741,0,2.39E-05,1512.166622,0.558183867,8.47983064,0.148960619,1,-1,1996,6,23
0,0,0,58.24618187,49.33863814,8.313909047,25.0076722,15.3023622,11.4642722,12.24650895,0,10.41741214,0,1,340055.4604,0.666666667,583.5560735,0,2.22E-05,1091.130473,0.545005551,7.772109843,-0.366043672,1,-1,1996,6,24
0,0,0,50.87226106,45.22304379,4.60961954,26.60541861,11.2436078,11.92495566,9.420617256,0,6.487412527,0,1,338925.6511,0.666666667,393.6571188,0,2.71E-05,1416.578338,0.520688429,4.732302303,-0.555995973,1,-1,1996,6,25
0,1,1,49.20558195,47.72486058,1.479691167,15.83120919,4.507153324,8.830151421,4.958823118,0,5.575162227,0,1,339331.0409,0.777777778,111.4587849,0,1.76E-05,1704.939055,0.551890407,1.930094413,-0.466347558,1,-1,1996,6,26
0,1,1,57.13347992,45.21893811,4.818617389,27.85354609,6.129017317,10.39707781,0,1,9.40055145,0,0.481102671,338143.8776,1,30.84218787,0,9.32E-06,1563.025862,0.521521364,2.838882143,0.965551946,1,-1,1996,6,27
0,0,0,56.04075033,41.73838408,5.062332041,27.27718231,9.903875413,11.39941385,6.206467464,0,7.759459571,0,0.86985481,337152.0057,0.888888889,217.3568052,0,1.33E-05,1481.387533,0.472636832,1.152396295,0.15601886,1,-1,1996,6,28
0,0,0,53.17152763,40.4938432,3.570717352,14.71948727,13.57375707,11.18948817,7.263786613,0,7.625198444,0,1,337060.4097,1,332.4852324,0,3.84E-05,1559.144683,0.446334822,1.218234866,-1.247722283,1,-1,1996,6,29
0,0,0,46.98187466,44.91943314,1.767372388,8.521470176,10.10775156,7.827340351,7.433734344,0,5.408950137,0,1,339748.82,1,332.3027413,0,8.10E-05,1994.112042,0.510482938,0.027794879,-0.023004857,1,-1,1996,6,30
0,0,0,43.78736277,46.52135153,3.378835238,16.27862804,11.66360701,6.790347325,9.444732332,0,3.527768091,0,1,341428.8352,1,330.6496727,0,8.12E-05,2310.603892,0.511236832,-1.661609875,-0.403443235,1,-1,1996,7,1
0,0,0,45.49589823,40.13225053,4.594919914,19.94916707,9.419977957,9.728074902,7.972077888,0,4.733420373,0,1,339092.5939,0.666666667,189.2970909,0,2.49E-05,2203.100463,0.36901837,-4.196571219,-0.508322943,1,-1,1996,7,2
0,1,1,45.16452668,36.48169185,5.063232126,17.70701012,6.16607436,5.961009217,2.78280203,0,5.704251742,0,0.670734526,336628.3031,1,38.48099916,0,-2.34E-06,1897.338327,0.348472229,-7.062755857,-0.32463808,1,-1,1996,7,3
0,1,0,43.8356598,34.91051871,2.198425578,20.04752366,5.129991327,6.200744572,0,1,4.938081516,0,0.481499161,335120.1054,0.444444444,0,1,-3.13E-05,1561.223001,0.320907503,-6.761632621,-0.58024639,1,-1,1996,7,4
0,1,1,44.80829536,35.6480117,4.100082325,19.11863379,3.92086633,6.326870973,0,1,4.741794609,0,1,334810.2211,0.111111111,0,1,-1.18E-05,1561.498137,0.317157094,-4.813526679,-1.018721051,1,-1,1996,7,5
0,1,1,36.0442003,36.00189566,5.731017475,17.03635018,2.757402571,6.424242228,0.400039595,0,4.782143292,0,0.669692029,334708.8093,1,0,1,4.06E-06,1419.831104,0.300782596,-6.848305752,-1.064170011,1,-1,1996,7,6
0,1,0,35.81120362,38.20626281,5.328898913,14.70497939,1.812301259,5.462718305,3.088980077,0,3.765597671,0,0.870295735,335328.3583,0.555555556,53.04858879,0,1.09E-05,1612.531123,0.330875892,-5.505250141,-1.64454382,1,-1,1996,7,7
0,1,1,35.45164716,34.34472738,0.984712407,20.75014085,-0.646216698,2.103940311,0,1,3.39244573,0,0.301871857,333287.3148,0,9.626645329,0,-5.82E-06,1362.175224,0.299682853,-5.58612908,-0.90974067,-1,-1,1996,7,8
0,1,0,37.6242608,48.57860129,2.77493266,8.784534268,0.435220688,3.925916734,0,1,0,1,0,336544.3248,0,37.45786603,0,-4.71E-06,644.5636286,0.618578346,5.650801373,-0.339161442,-1,-1,1996,7,9
0,0,0,40.4475585,49.18642972,3.021209101,15.77560406,4.580461595,2.394580723,6.088285693,0,5.08760063,0,0.519593016,338553.9608,0.333333333,210.5737726,0,4.14E-06,104.2410517,0.615545054,3.630303009,-0.586529747,1,-1,1996,7,10
0,0,0,44.15980954,46.86866145,3.455324798,8.459979629,9.720132328,4.89017238,10.04029048,0,2.748153827,0,1,339418.2678,1,374.2687053,0,6.58E-05,997.2873641,0.56779511,-0.375682957,-2.009015499,1,-1,1996,7,11
0,1,1,44.6597692,47.1930443,5.04271804,5.590505079,11.43199077,3.853247574,8.967864975,0,1.799402029,0,1,339670.5241,1,372.7196951,0,7.11E-05,1398.24796,0.605675539,2.089909379,-1.065929017,1,1,1996,7,12
0,0,0,47.67389731,48.55906327,3.516694659,3.686278496,8.121242083,3.321200949,4.451786699,0,1.637354013,0,0,341392.8779,0.888888889,156.5795861,0,7.31E-05,1887.334119,0.62273298,4.909901192,-0.824411691,1,1,1996,7,13
0,1,1,45.41467043,46.15302058,1.328388719,15.58704447,4.679313442,6.235943332,0,1,5.058959485,0,0,339387.0352,0.222222222,0,1,-1.99E-05,2158.249581,0.519989028,2.185093032,-1.206079153,-1,-1,1996,7,14
0,1,1,43.38127936,42.71925129,2.110390275,23.23510951,5.585083266,5.192530517,0,1,5.36175823,0,0.873566782,338174.8303,1,0,1,-3.34E-05,1920.565582,0.44543085,0.011636538,-0.680368032,-1,-1,1996,7,15
0,1,1,51.56594987,41.66499956,6.023513027,10.53803487,3.021630759,6.046210897,3.884425545,0,5.055440274,0,0.303027148,338202.6668,0.444444444,52.16207158,0,-9.79E-06,2330.070735,0.414780193,0.772446516,-0.425019502,1,-1,1996,7,16
0,1,1,47.40342107,42.4080464,6.167099459,10.56613542,1.209815996,5.732319222,4.559748134,0,5.497348888,0,0.302924607,338498.4334,0.444444444,59.3476996,0,8.63E-06,1554.353085,0.472994826,0.541683504,-0.898142417,1,-1,1996,7,17
0,1,1,57.0621774,44.37377204,2.357059666,2.169992481,1.109055373,5.549325249,0,1,3.421143375,0,0.481755513,338976.7274,1,0,1,-8.68E-06,1540.971192,0.498083896,3.123038785,0.278203614,1,-1,1996,7,18
0,1,0,58.87145437,51.49373226,1.022091799,8.243730753,1.816455783,6.248729025,0,1,7.068874019,0,0,340334.1915,0.888888889,23.84541524,0,-7.59E-05,1419.581857,0.592222517,7.649853351,1.461612041,1,-1,1996,7,19
0,1,0,58.07702942,49.69335817,3.627472892,11.90429672,-1.700145951,7.844133307,0,1,10.48546994,0,0,342174.3178,0.333333333,0,1,-4.55E-05,1385.625482,0.544324542,4.332239566,0.415676009,1,-1,1996,7,20
0,1,0,57.60898112,40.09431911,6.36711986,19.1966752,-2.788536298,9.250467205,0,1,11.82537913,0,0,337010.6806,0.444444444,0,1,-1.20E-05,1893.104953,0.348883281,1.094168365,-0.156390928,1,-1,1996,7,21
0,0,0,62.10975929,43.7537958,2.31701402,12.24743505,-2.892876477,6.84789331,0,1,8.096126,0,0,340543.9758,1,0,1,-9.09E-05,1728.508322,0.406569159,0.134164693,0.321869296,1,-1,1996,7,22
0,0,0,60.04853624,43.07038321,3.57127863,6.115545927,-1.986143714,4.705061085,0,1,6.165221146,0,0,339463.9417,1,0,1,-9.16E-05,1840.635214,0.433248084,0.249902463,-0.077133861,1,-1,1996,7,23
0,0,0,54.33755375,45.28147868,5.099571018,11.12324709,-3.480195048,8.03018986,0,1,8.869473747,0,0,340272.7084,0,0,1,-3.13E-05,1626.383282,0.480105531,0.048512051,-0.152782719,1,-1,1996,7,24
0,0,0,56.82632138,59.42607788,6.06401782,9.617099718,-7.420997857,8.536567103,0,1,13.71133032,0,0,343807.9697,0,0,1,-0.000117766,645.5063448,0.743056527,9.822785548,-0.136699111,1,-1,1996,7,25
0,0,0,70.6373874,62.40023099,3.942998486,9.809180385,-4.309881554,22.77193555,0,1,23.81791064,0,0,343315.0249,0,0,1,-0.000180675,803.5463533,0.806603002,18.05045348,0.518747079,1,-1,1996,7,26
0,0,0,61.23826118,61.37397247,10.23715557,28.78373243,12.30105256,20.33173967,15.94437641,0,23.85578289,0,0,342218.6549,1,832.0220399,0,-0.000117931,384.0294687,0.754651965,19.3891663,0.36703714,1,-1,1996,7,27
0,0,0,56.70725751,58.18952938,3.599460603,14.13109293,5.919181913,7.601092273,12.68783265,0,9.367968336,0,0,343578.7531,1,622.1121959,0,-3.44E-06,969.0293205,0.706546772,16.12914257,-1.354214313,1,-1,1996,7,28
0,1,0,58.16290811,48.46229883,3.400188626,6.311997096,-4.591043047,6.520615376,3.922886368,0,9.13852353,0,0,341663.8173,0.555555556,133.5606394,0,2.72E-06,1704.069394,0.543837166,6.366111148,-0.532716326,-1,-1,1996,7,29
0,0,0,53.96585585,59.56902989,2.86959876,17.50367916,-11.47781924,16.65641435,0,1,0,1,0,343151.0595,0,0,1,8.14E-06,692.8171901,0.734657777,0.664468977,0.244750936,-1,-1,1996,7,30
0,0,0,44.25698227,74.14489873,3.338290146,17.92341347,-15.88666551,32.56494,0,1,0,1,0,348585.2705,0,0,1,-7.26E-05,542.0831846,0.879297736,24.20106286,-0.66913682,1,-1,1996,7,31
0,0,0,56.24576456,75.20666011,7.158826034,26.47171274,2.108037039,36.5084908,15.64902723,0,32.58661613,0,0,349818.7553,0.111111111,198.2897986,0,8.85E-05,448.3222082,0.79271438,33.20347781,-0.034594356,1,-1,1996,8,1
0,0,0,55.34165458,57.55023907,7.368518544,22.36976355,12.6993677,14.67644048,13.29714326,0,17.57592635,0,0,343593.6768,1,619.1078968,0,4.05E-05,717.8227512,0.674385634,12.41001816,-0.199590016,1,-1,1996,8,2
0,1,1,57.07331377,52.85278403,3.102939728,21.07887942,3.571012548,9.014251438,0,1,11.81953356,0,0,343130.3071,1,54.77597466,0,-2.60E-05,719.4709517,0.638275379,10.38216208,0.269900414,1,-1,1996,8,3
0,1,0,60.1766278,41.36041849,3.739712665,17.2453315,-2.001717948,3.975003271,0,1,6.354509231,0,0,337419.5193,0.111111111,0,1,-2.97E-05,742.6244278,0.478416643,0.161282614,1.138313568,-1,1,1996,8,4
0,0,0,55.50518331,41.63831519,3.112809745,9.185580076,-1.539280909,2.289561084,0,1,0,1,0,336367.5007,0.222222222,0,1,-5.33E-05,943.8455069,0.495946466,-1.150778328,0.55465548,1,-1,1996,8,5
0,0,0,67.42613155,50.88530664,3.208460927,6.17373634,4.238421187,3.214700667,13.70168826,0,2.114486821,0,1,338508.4147,1,844.7306395,0,8.04E-05,321.9948831,0.628948536,10.64062761,1.663444497,1,-1,1996,8,6
0,0,0,47.804936,59.64286229,4.441374643,13.94926003,14.66495255,12.84520807,11.8140571,0,6.088817026,0,1,345027.7676,0.777777778,454.9729654,0,-2.52E-05,1358.48124,0.717862977,13.57306359,-0.250348819,1,-1,1996,8,7
0,0,0,49.41623781,53.60562974,2.441488572,16.21316957,9.952880311,3.257875066,7.996516499,0,3.481962354,0,0,342589.109,0.555555556,286.8975199,0,-3.18E-05,756.8925286,0.667560135,13.23446326,-0.024366686,1,1,1996,8,8
0,0,0,53.18117163,54.88674841,2.01725622,3.539574588,3.424611654,0.989853757,7.386111006,0,2.586935833,0,0,342444.9124,0.555555556,278.176739,0,3.73E-05,1500.615817,0.740460397,12.00878827,-0.47868048,-1,1,1996,8,9
0,0,0,55.40671528,49.96313311,1.002167468,11.75776803,0.33243563,6.555419108,8.554366117,0,0,1,0,340890.5163,0.222222222,327.9184071,0,3.92E-05,1130.84568,0.60807555,6.642683203,0.257744249,-1,-1,1996,8,10
0,0,0,64.02936087,47.40880851,4.791257018,11.94018264,-2.612643475,9.895407486,8.56603778,0,0,1,0,338844.0806,0,351.4096797,0,9.06E-05,1201.034825,0.568502628,4.135469462,0.76342935,-1,-1,1996,8,11
0,0,0,55.28355948,57.97393437,7.174177206,12.1455393,-5.562496407,7.202079221,9.354578252,0,0,1,0,344443.6541,0,153.9057416,0,6.69E-05,1029.982894,0.749339477,11.0077999,-0.784131811,-1,-1,1996,8,12
0,0,0,53.67212509,47.94712917,3.36918913,10.17553246,-1.317201481,7.366377256,9.448213894,0,0,1,0,341132.0779,0,239.1146204,0,0.000109003,847.4427273,0.567275537,6.841286149,-1.367514541,1,-1,1996,8,13
0,0,0,59.21141111,51.56349383,0.709067257,7.879887867,6.092940193,3.857472351,7.066559179,0,5.105948158,0,0,341557.2402,0.555555556,331.617818,0,-6.36E-05,1793.419348,0.692820519,7.34510922,-0.445212808,1,-1,1996,8,14
0,1,0,57.0356891,56.78373268,1.21636299,6.790798254,4.988238508,3.989199817,6.450600184,0,1.977280828,0,0,341799.465,0.444444444,254.6728771,0,-1.55E-05,2015.462977,0.774280749,10.54840707,-1.45131688,1,-1,1996,8,15
0,1,1,57.51025332,51.7189221,3.002761454,19.02567888,3.771750708,5.158211833,6.368204618,0,4.254396391,0,1,338585.8703,0.222222222,190.8751435,0,3.25E-05,1251.564241,0.691110943,10.63701404,-1.242080406,1,-1,1996,8,16
0,1,1,55.10489023,44.4486346,4.709818818,23.92008841,5.744638027,7.979854908,2.997235519,0,6.334782819,0,1,338429.9789,0.555555556,41.89521878,0,1.31E-05,1630.50877,0.532057964,6.040513135,-1.067576026,1,-1,1996,8,17
0,1,1,51.17440322,38.87927437,5.032028883,11.75897755,8.341259925,5.00021856,0,1,5.723580129,0,0.869427557,335204.9702,0.222222222,0,1,-1.54E-06,1527.705574,0.418463543,-1.584099781,-1.69260352,-1,-1,1996,8,18
0,0,0,43.48187755,39.3958076,2.791427345,3.608068498,-0.084818758,3.412046237,0,1,5.107662361,0,0,335747.9495,0,0,1,2.77E-06,1485.57267,0.425180193,-5.502376903,-1.467110183,-1,-1,1996,8,19
0,0,0,50.47874906,38.27074424,4.301953329,10.3759482,-1.701012478,4.697583085,0,1,7.980464159,0,0,336690.9506,0,0,1,-2.18E-05,1332.941273,0.390103389,-6.137514704,-0.334782713,-1,-1,1996,8,20
0,1,0,51.03027177,31.69694776,7.083508229,19.24365992,-1.322330605,2.522910894,0,1,3.146786338,0,0,332097.1061,0.444444444,0,1,-2.90E-05,1107.658653,0.270363301,-9.111217281,-0.876915584,-1,-1,1996,8,21
0,1,0,47.99402141,40.43287523,5.012843564,8.95173369,0.36104167,0.072221097,0,1,2.768355577,0,0,334895.3254,0.333333333,0,1,2.38E-05,1167.825007,0.346976421,-3.248115533,-0.994561015,-1,-1,1996,8,22
